Species,Family,Higher_level,Diversity,Size/Weight/Age,Length Type,Min depth,Max depth,Northernmost Lat (north is +),Southernmost Lat,Max abs lat,Min temp,Max temp,Trophic Level,distribution,habitat,burrowing,Activity,Citation,Categories,Counter
Trachinotus_goreensis,Carangidae,,,60,TL male/unsexed,0,100,20,-20,20,NA,NA,3.7,Eastern Atlantic:  Senegal to Angola (Ref. 3166).,pelagic-neritic; brackish; marine; depth range 0 - 100 m (Ref. 27000),no,NA,,,
Trachinotus_ovatus,Carangidae,,,70,TL male/unsexed,50,200,66,-13,66,NA,NA,3.7,"Eastern Atlantic:  Bay of Biscay, British and Scandinavian waters (rare vagrant) to Angola, including the Mediterranean Sea and offshore islands.",pelagic-neritic; brackish; marine; depth range 50 - 200 m (Ref. 27000),no,NA,,,
Trachinotus_rhodopus,Carangidae,,,61,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,4,"Eastern Pacific:  Zuma Beach in southern California, USA to Peru, including the Galapagos Islands.",reef-associated; marine,no,NA,,,
Trachinotus_teraia,Carangidae,,,68,TL male/unsexed,NA,NA,28,-7,28,NA,NA,3.7,"Eastern Atlantic:  Senegal to Gabon, including Cape Verde.",pelagic-neritic; freshwater; brackish; marine,no,NA,,,
Trachurus_capensis,Carangidae,Trachurus,15,60,FL male/unsexed,0,500,7,-37,37,NA,NA,3.5,"Eastern Atlantic:  Gulf of Guinea to South Africa.  Bianchi et. al. 1993 notes ""quot;Smith-Vaniz (1992, pers. comm.) does not believe that Trachurus capensis is a valid species but admits that an adequate series of this species along the coast of Africa are not available""quot;.","pelagic-neritic; marine; depth range 0 - 500 m (Ref. 54925), usually 100 - 300 m (Ref. 54925)",no,NA,,,
Trachurus_declivis,Carangidae,,,64,SL male/unsexed,27,460,-9,-53,53,NA,NA,3.9,"Southwest Pacific:  Western Australia to New South Wales, including New Zealand.  Principal component analysis of morphometric and meristic characters indicates three separate subpopulations in the Great Australian Bight, off New South Wales, and off Tasmania (Ref. 7456).","benthopelagic; brackish; marine; depth range 27 - 460 m (Ref. 27930), usually ? - 300 m (Ref. 9072)",no,NA,,,
Trachurus_japonicus,Carangidae,,,50,TL male/unsexed,0,275,46,29,46,NA,NA,3.4,"Northwest Pacific:  southern Japan, Korean Peninsula to the East China Sea.  Pacific Ocean off the coast of southeast Asia.","pelagic-neritic; oceanodromous (Ref. 51243); marine; depth range 0 - 275 m (Ref. 54927), usually 50 - 275 m (Ref. 54927)",no,NA,,,
Trachurus_lathami,Carangidae,,,40,TL male/unsexed,30,200,45,-37,45,NA,NA,4,"Western Atlantic:  Canada (Ref. 5951) to Maine, USA and northern Gulf of Mexico to northern Argentina; apparently rare in the West Indies.",reef-associated; marine; depth range 30 - 200 m (Ref. 5951),no,NA,,,
Trachurus_mediterraneus,Carangidae,,,60,FL male/unsexed,0,500,49,28,49,NA,NA,3.8,"Eastern Atlantic:  Bay of Biscay to Mauritania including the Mediterranean Sea.  The subspecies Trachurus mediterraneus ponticus occurs in the Marmara and Black seas, southern and western parts of the Azov Sea.","pelagic-oceanic; oceanodromous (Ref. 51243); brackish; marine; depth range 0 - 500 m, usually 5 - 250 m (Ref. 54928)",no,NA,,,
Trachurus_murphyi,Carangidae,,,70,TL male/unsexed,10,306,2,-51,51,NA,NA,3.3,"Southeast Pacific:  off Peru and Chile (Ref. 27363).  Reported from Ecuador (Ref. 9283).  Southwest Pacific:  New Zealand (Ref. 5755).  Southwest Atlantic:  southern Argentina (Ref. 27363, p. 209).","pelagic-oceanic; oceanodromous (Ref. 51243); marine; depth range 10 - 306 m (Ref. 58489), usually 10 - 70 m",no,NA,,,
Trachurus_novaezelandiae,Carangidae,,,50,SL male/unsexed,22,500,-23,-50,50,NA,NA,3.2,"Southwest Pacific:  Australia and New Zealand waters.  Two subpopulations probably exist in the Great Australian Bight and southeastern Australia, respectively, and two species or subspecies in the southeastern group (Ref. 7456).","pelagic-oceanic; brackish; marine; depth range 22 - 500 m (Ref. 58489), usually ? - 150 m (Ref. 9072)",no,NA,,,
Trachurus_picturatus,Carangidae,,,60,TL male/unsexed,305,370,45,-41,45,NA,NA,3.3,"Eastern Atlantic:  southern Bay of Biscay to southern Morocco including Azores, Madeira , Canary Islands, Tristan de Cunha and Gough Islands.  Also known from the western part of the Mediterranean Sea. Reported from Mauritania (Ref. 55783).",benthopelagic; oceanodromous (Ref. 51243); marine; depth range 305 - 370 m (Ref. 56504),no,NA,,,
Trachurus_symmetricus,Carangidae,,,81,TL male/unsexed,0,400,65,13,65,NA,NA,3.6,"Eastern Pacific:  southeastern Alaska to southern Baja California, Mexico and the Gulf of California; reported from Acapulco in Mexico and the Galapagos Islands.",pelagic-oceanic; oceanodromous (Ref. 51243); marine; depth range 0 - 400 m,no,NA,,,
Trachurus_trachurus,Carangidae,,,70,TL male/unsexed,0,1050,67,-19,67,NA,NA,3.7,"Mediterranean and eastern Atlantic:  Norway to South Africa, round the coast to Maputo.","pelagic-neritic; oceanodromous (Ref. 51243); marine; depth range 0 - 1050 m (Ref. 54256), usually 100 - 200 m (Ref. 54256)",no,NA,,,
Trachurus_trecae,Carangidae,,,35,FL male/unsexed,20,100,35,-19,35,15,22,3.5,Eastern Atlantic:  Morocco to Angola.  Sometimes ranging south to northern Namibia (Ref. 27121).,"benthopelagic; brackish; marine; depth range 20 - 100 m (Ref. 2683), usually 20 - 100 m (Ref. 54930)",no,NA,,,
Uraspis_helvola,Carangidae,,,58,TL male/unsexed,50,300,35,-50,50,NA,NA,3.8,"Southeast Atlantic:  St. Helena and Ascension islands (Ref. 7097).  Western Indian Ocean:  southern Red Sea, off Oman and Sri Lanka.  Eastern Pacific:  Hawaiian and Revillagigedo islands (Ref. 9283).  Reported from the Arafura Sea (Ref. 9819).  Verified records from the Western Central Pacific are pending (Ref. 9894).",reef-associated; marine; depth range 50 - 300 m (Ref. 28016),no,NA,,,
Carapus_boraborensis,Carapidae,,,30,TL male/unsexed,1,150,NA,NA,NA,NA,NA,3.9,"Indo-Pacific:  Mauritius to the Society Islands, north to Taiwan and the Yaeyama Islands; including Mariana and Caroline islands.",demersal; marine; depth range 1 - 150 m (Ref. 34024),,NA,,,
Echiodon_cryomargarites,Carapidae,,,41,TL male/unsexed,400,1441,NA,NA,NA,NA,NA,4,"Widely distributed in the subtropical and temperate waters of the southern hemisphere (off New Zealand, south of Australia, off southern Chile, off Argentina and the Falklands and southern Brazil).  Has been recently found at the eastern slope off South Georgia in the Antarctic region.",bathydemersal; marine; depth range 800 - 842 m (Ref. 6347),,Deep,,,1
Centracanthus_cirrus,Centracanthidae,,,34,TL male/unsexed,? ,464,46,20,46,NA,NA,3.4,"Eastern Atlantic:  Portugal, Morocco (off south coast), Azores, Madeira, Canary Islands and the Mediterranean.  Reported from Mauritania (Ref. 55783).",benthopelagic; marine; depth range ? - 464 m (Ref. 56504),,Deep,,,1
Spicara_alta,Centracanthidae,,,30,TL male/unsexed,100,300,NA,NA,NA,NA,NA,3.5,"Eastern Central Atlantic:  Dakar, Senegal to southern Angola.  Reported from Mauritania (Ref. 55783).","pelagic-neritic; marine; depth range 100 - 300 m (Ref. 2683), usually 150 - 200 m (Ref. 7349)",,Deep,,,1
Spicara_smaris,Centracanthidae,,,20,TL male/unsexed,15,328,47,20,47,NA,NA,3,"Eastern Atlantic:  entire Mediterranean, the Black Sea, southern Sea of Azov, and Atlantic coasts from Portugal to Morocco, including the Canary Islands and Madeira (Ref. 7349).",pelagic-oceanic; marine; depth range 15 - 328 m (Ref. 56504),,Deep,,,1
Macroramphosus_scolopax,Centriscidae,,,20,TL male/unsexed,25,600,66,-43,66,NA,NA,3.5,Western Atlantic:  Gulf of Maine to Argentina (Ref. 37039).  Eastern Atlantic and Mediterranean.  Indo-West Pacific.  Mainly in temperate latitudes between 20 and 40N.  Presence in Somalia to be confirmed (Ref. 30573).,"demersal; marine; depth range 25 - 600 m (Ref. 9563), usually 50 - 350 m (Ref. 47377)",no,Deep,,,1
Centrogenys_vaigiensis,Centrogenyidae,Centrogenyidae,1,25,TL male/unsexed,2,10,NA,NA,NA,NA,NA,3.9,"Indo-West Pacific:  Nicobar Islands to New Guinea and northern Australia, north to Ryukyu Islands.",benthopelagic; non-migratory; brackish; marine,,NA,,,
Centrolophus_niger,Centrolophidae,,,150,SL male/unsexed,40,1050,68,-55,68,NA,NA,3.9,"North Atlantic:  Nova Scotia and Grand Banks (Canada) to Massachusetts, USA (Ref. 7251).  Also known from the Northeast Atlantic and the Mediterranean Sea.  Southeast Atlantic and Indian Ocean:  South Africa and Australia (including New South Wales).  Southwest Pacific:  New Zealand.  Southern Ocean.  Antitropical.","bathypelagic; marine; depth range 40 - 1050 m (Ref. 52180), usually 300 - 700 m (Ref. 52180)",,Deep,,,1
Hyperoglyphe_japonica,Centrolophidae,,,90,TL male/unsexed,150,1537,NA,NA,NA,NA,NA,3.9,Northwest Pacific:  central and southern Japan.  Larvae found in Taiwan Strait (Ref. 43570).,benthopelagic; oceanodromous (Ref. 51243); marine; depth range 150 - 400 m (Ref. 11230),,Deep,,,1
Icichthys_lockingtoni,Centrolophidae,,,46,TL male/unsexed,0,900,60,,60,NA,NA,3.7,"North Pacific:  Japan and Gulf of Alaska to central Baja California, Mexico.",pelagic-oceanic; marine; depth range 0 - 900 m (Ref. 50610),,Deep,,,1
Psenopsis_anomala,Centrolophidae,,,30,TL male/unsexed,0,370,42,19,42,NA,NA,4,Western Pacific:  Japan and the East China Sea.  Reported from Hong Kong (Ref. 12083).,benthopelagic; marine; depth range 0 - 370 m (Ref. 54713),,Deep,,,1
Schedophilus_medusophagus,Centrolophidae,,,51,TL male/unsexed,200,358,64,30,64,NA,NA,4,"Eastern Atlantic:  Iceland (Ref. 12462) and Ireland to Morocco, including Azores and Madeira.  Also in the western Mediterranean.  Western Atlantic:  Grand Banks, Canada to North Carolina, USA (Ref. 7251).  Possibly off Australia (Ref. 7251).",pelagic-oceanic; marine; depth range 200 - 358 m (Ref. 5951),,Deep,,,1
Schedophilus_ovalis,Centrolophidae,,,100,TL male/unsexed,70,700,46,-35,46,NA,NA,3.5,"Eastern Atlantic:  Spain and throughout most of the Mediterranean southward.  Although reported to occur in South Africa (Ref. 4542, 6942), Smith 1995 (Ref. 11228) mentions that the species occurring in southern Africa is not Schedophilus ovalis but Schedophilus velaini.  Western Central Atlantic:  a small specimen recorded from Bermuda.","benthopelagic; marine; depth range 70 - 700 m (Ref. 52180), usually 80 - 240 m (Ref. 27121)",,Deep,,,1
Schedophilus_velaini,Centrolophidae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Atlantic:  Gulf of Guinea (Ref. 2683), St. Helena, Vema Seamount, Tristan da Cunha and South Africa.  Western Indian Ocean:  St. Paul and Amsterdam islands.  Southwest Pacific:  Australia (including Lord Howe Island), New Zealand (Ref. 5755) and Rapa Island.  Southeast Pacific:  Easter Island, Juan Fernandez Islands.",bathypelagic; marine; depth range 40 - 500 m (Ref. 27121),,Deep,,,1
Seriolella_brama,Centrolophidae,,,76,TL male/unsexed,22,400,-33,-47,47,NA,NA,3.7,Southwest Pacific:  confined to Australian and New Zealand seas.,benthopelagic; brackish; marine; depth range 22 - 400 m (Ref. 58489),,Deep,,,1
Seriolella_caerulea,Centrolophidae,,,65,SL male/unsexed,1,800,-27,-56,56,NA,NA,3.5,"Southwest Pacific:  southern Australia and New Zealand (Ref. 9002).  Southeast Pacific:  Chile, including the Juan Fernandez Islands.  Southwest Atlantic:  Argentina.",bathypelagic; marine; depth range 500 - 800 m (Ref. 9563),,Deep,,,1
Seriolella_punctata,Centrolophidae,,,66,TL male/unsexed,27,650,-33,-47,47,NA,NA,3.4,"Eastern Indian Ocean:  southern Australia, from South Australia to New South Wales and Tasmania.  Southwest Pacific:  New Zealand.  Southeast Pacific:  Chile (Ref. 9068).",benthopelagic; oceanodromous (Ref. 51243); brackish; marine; depth range 27 - 650 m (Ref. 58489),,Deep,,,1
Centropomus_armatus,Centropomidae,Centropomidae,12,37,TL male/unsexed,NA,NA,23,-1,23,NA,NA,3.9,Eastern Pacific:  Mexico to Ecuador.,demersal; brackish; marine,,NA,,,
Centropomus_ensiferus,Centropomidae,,,36.2,TL male/unsexed,? ,22,25,-23,25,NA,NA,4.2,"Western Atlantic:  southern Florida (USA), Greater and Lesser Antilles, and continental Caribbean coasts of Central and South America southward extending to Rio de Janeiro, Brazil.",benthopelagic; amphidromous (Ref. 51243); freshwater; brackish; marine; depth range ? - 22 m (Ref. 26912),,NA,,,
Centropomus_medius,Centropomidae,,,65,TL male/unsexed,NA,NA,34,1,34,NA,NA,4,"Eastern Pacific:  southwestern coast of Baja California Sur, Mexico and the central Gulf of California to northern Colombia.",demersal; brackish; marine,,NA,,,
Centropomus_mexicanus,Centropomidae,,,47.5,TL male/unsexed,NA,NA,32,-35,35,NA,NA,4,Western Atlantic:  eastern Mexico and Greater Antilles to Venezuela and Porto Alegre in Brazil.,demersal; brackish; marine,,NA,,,
Centropomus_nigrescens,Centropomidae,,,123,TL male/unsexed,NA,NA,33,-20,33,NA,NA,4.2,"Eastern Pacific:  southern Baja California, Mexico and mouth of the Gulf of California to northern Colombia.",demersal; freshwater; brackish; marine,,NA,,,
Centropomus_parallelus,Centropomidae,,,72,TL male/unsexed,NA,NA,26,-28,28,NA,NA,4.2,"Western Atlantic:  southern Florida (USA) and the Mexican Gulf coast to Florianopolis, Brazil.",demersal; amphidromous (Ref. 51243); freshwater; brackish; marine,,NA,,,
Centropomus_pectinatus,Centropomidae,,,56,TL male/unsexed,NA,NA,26,-24,26,NA,NA,4,"Western Atlantic:  southern Florida (USA), Mexico, and the West Indies to Brazil.",benthopelagic; freshwater; brackish; marine,,NA,,,
Centropomus_poeyi,Centropomidae,,,90,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,4,"Western Central Atlantic:  Tampico, Mexico to Belize.",demersal; freshwater; brackish; marine,,NA,,,
Centropomus_robalito,Centropomidae,,,34.5,TL male/unsexed,NA,NA,25,4,25,NA,NA,3.8,Eastern Pacific:  Gulf of California to northern Colombia.,pelagic-neritic; brackish; marine,,NA,,,
Centropomus_undecimalis,Centropomidae,,,140,TL male/unsexed,? ,22,29,-23,29,25,31,4.2,"Western Atlantic:  southern Florida (USA), southeastern coast of the Gulf of Mexico, most of the Antilles and Caribbean coast of Central and South America extending southward to Rio de Janeiro, Brazil; also North Carolina and Texas,  USA (Ref. 7251).",reef-associated; amphidromous (Ref. 51243); freshwater; brackish; marine; depth range ? - 22 m (Ref. 26912),,NA,,,
Centropomus_unionensis,Centropomidae,,,46,TL male/unsexed,NA,NA,15,-20,20,NA,NA,3.9,Eastern Pacific:  El Salvador to Peru.,demersal; brackish; marine,,NA,,,
Centropomus_viridis,Centropomidae,,,112,TL male/unsexed,NA,NA,33,-5,33,NA,NA,4.2,"Eastern Central Pacific:  Baja California, Mexico and Gulf of California to Peru, including the Galapagos Islands.",demersal; marine,,NA,,,
Cepola_macrophthalma,Cepolidae,,,80,TL male/unsexed,15,400,61,10,61,NA,NA,3.1,"Eastern Atlantic:  British Isles to north of Senegal, including the Mediterranean.",demersal; marine; depth range 15 - 400 m,,Deep,,,1
Cepola_pauciradiata,Cepolidae,,,70,TL male/unsexed,40,180,NA,NA,NA,NA,NA,3.3,Eastern Atlantic:  Mauritania to Angola.,demersal; marine; depth range 40 - 180 m (Ref. 5985),,NA,,,
Ceratias_holboelli,Ceratiidae,,,16,SL male/unsexed,1494,4400,67,-45,67,NA,NA,3.2,Circumglobal:  In tropical to temperate waters.  Adults (expatriates ?) found in boreal and subarctic waters. South China Sea and East China Sea (Ref.74511).,"bathypelagic; marine; depth range 0 - 4400 m (Ref. 74511), usually 400 - 2000 m (Ref. 37729)",,Deep,,,1
Cetostoma_regani,Cetomimidae,,,24.7,SL male/unsexed,0,2250,50,-40,50,NA,NA,3.4,"Atlantic Ocean:  between 50N to 40S; one specimen was recorded at 3045""quot;N, 2547""quot;W (Ref. 6715) and 8 specimens from 28N, 16E.  Indian Ocean:  between15N and 31S.  Pacific Ocean:  between 45N and 15S, and off central California, USA.",bathypelagic; marine; depth range 0 - 2250 m (Ref. 6715),,Deep,,,1
Ditropichthys_storeri,Cetomimidae,,,12.8,SL male/unsexed,650,3400,45,-45,45,NA,NA,,"Atlantic Ocean:  between 41N-43S, in the eastern Atlantic it is found south of Canary Islands to east of Ascension Island; in the western Atlantic it is known from the USA to Argentina.  Indian Ocean:  between 8N and 19S.  Pacific Ocean:  45N and 34S.  Distributional gaps in the central south Atlantic, south Indian and various parts of the Pacific are presumably due to inadequate sampling.  This species appears to be circumglobal in distribution.","bathypelagic; marine; depth range 650 - 3400 m (Ref. 50610), usually 1000 - 2000 m (Ref. 33390)",,Deep,,,1
Gyrinomimus_bruuni,Cetomimidae,,,22,NG male/unsexed,4820,4820,30,-10,30,NA,NA,,Circumglobal.,bathypelagic; marine; depth range 4820 - 4820 m (Ref. 58018),,Deep,,,1
Gyrinomimus_grahami,Cetomimidae,,,31,SL male/unsexed,445,2379,-33,-73,73,NA,NA,,Probably circumglobal in the southern hemisphere.,bathypelagic; marine; depth range 445 - 2379 m (Ref. 58018),,Deep,,,1
Gyrinomimus_myersi,Cetomimidae,,,6.6,SL male/unsexed,1280,2791,NA,NA,NA,NA,NA,,Western Central Atlantic:  Gulf of Mexico and the Caribbean Sea.,bathypelagic; marine; depth range ? - 1280 m (Ref. 37039),,Deep,,,1
Acanthemblemaria_aspera,Chaenopsidae,Chaenopsidae,96,4,TL male/unsexed,NA,NA,20,10,20,NA,NA,3.1,"Western Atlantic:  southeastern Florida (USA), Bahamas, and Yucatan, Mexico to the Greater Antilles and Panama.  Antilles and western Caribbean (Ref. 26938).",reef-associated; marine,,NA,,,
Acanthemblemaria_betinensis,Chaenopsidae,,,4.3,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.4,Western Atlantic:  Colombia.,reef-associated; marine,,NA,,,
Acanthemblemaria_exilispinus,Chaenopsidae,,,5.5,TL male/unsexed,1,5,11,4,11,NA,NA,3.4,Eastern Central Pacific:  Costa Rica to Ecuador.,reef-associated; marine; depth range 1 - 5 m (Ref. 11482),,NA,,,
Acanthemblemaria_paula,Chaenopsidae,,,1.8,SL male/unsexed,1,2,18,15,18,NA,NA,3,Western Central Atlantic:  Belize.,reef-associated; marine; depth range 1 - 2 m (Ref. 13293),,NA,,,
Acanthemblemaria_spinosa,Chaenopsidae,,,3.1,TL male/unsexed,? ,12,20,7,20,NA,NA,3.2,"Western Central Atlantic:  Bahamas and Florida, USA to Curaao (Ref. 5521).  Caribbean, including Antilles (Ref. 26938).",reef-associated; marine; depth range ? - 12 m (Ref. 13628),,NA,,,
Chaenopsis_alepidota_alepidota,Chaenopsidae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Pacific:  Anacapa Island in southern California, USA to Banderas Bay in Mexico, including the Gulf of California.  A separate subspecies Chaenopsis alepidota californiensis from California is recognized (Ref. 11482).",demersal; marine; depth range ? - 11 m (Ref. 2850),,NA,,,
Neoclinus_blanchardi,Chaenopsidae,,,30,TL male/unsexed,3,73,38,,38,NA,NA,2.2,"Eastern Pacific:  San Francisco in California, USA to central Baja California, Mexico.",demersal; marine; depth range 3 - 73 m (Ref. 43439),,NA,,,
Amphichaetodon_melbae,Chaetodontidae,,,14.5,NG male/unsexed,10,13,-25,-35,35,NA,NA,3.4,Southeast Pacific:  known only from San Felix Islands off the coast of Chile.,reef-associated; non-migratory; marine; depth range 10 - 13 m,no,NA,,,
Chaetodon_austriacus,Chaetodontidae,,,13,SL male/unsexed,1,15,30,10,30,NA,NA,3.3,Western Indian Ocean:  Red Sea and Gulf of Aden.,reef-associated; non-migratory; marine; depth range 1 - 15 m (Ref. 9710),no,NA,,,
Chaetodon_blackburnii,Chaetodontidae,,,13,TL male/unsexed,? ,30,NA,NA,NA,NA,NA,2.7,"Western Indian Ocean:  Kenya to about 33S, Madagascar, and Mauritius.",reef-associated; marine; depth range ? - 30 m (Ref. 9710),no,NA,,,
